graph,n,deg,dim,ple,T,alpha,square,seed
girgbig_n=100000_deg=15_dim=2_ple=2.1_T=0.88_seed=64,100000,15,2,2.1,0.88,1.13636,0,64
girgbig_n=100000_deg=15_dim=2_ple=2.1_T=0.88_seed=64_square,100000,15,2,2.1,0.88,1.13636,1,64
girgbig_n=100000_deg=15_dim=2_ple=2.1_T=0.88_seed=836,100000,15,2,2.1,0.88,1.13636,0,836
girgbig_n=100000_deg=15_dim=2_ple=2.1_T=0.88_seed=836_square,100000,15,2,2.1,0.88,1.13636,1,836
girgbig_n=100000_deg=15_dim=2_ple=2.1_T=0.9999_seed=2323,100000,15,2,2.1,0.9999,1.0001,0,2323
girgbig_n=100000_deg=15_dim=2_ple=2.1_T=0.9999_seed=2323_square,100000,15,2,2.1,0.9999,1.0001,1,2323
girgbig_n=100000_deg=15_dim=2_ple=2.1_T=0.9999_seed=252,100000,15,2,2.1,0.9999,1.0001,0,252
girgbig_n=100000_deg=15_dim=2_ple=2.1_T=0.9999_seed=252_square,100000,15,2,2.1,0.9999,1.0001,1,252
girgbig_n=100000_deg=15_dim=2_ple=2.1_T=0.9999_seed=321,100000,15,2,2.1,0.9999,1.0001,0,321
girgbig_n=100000_deg=15_dim=2_ple=2.1_T=0.9999_seed=321_square,100000,15,2,2.1,0.9999,1.0001,1,321
girgbig_n=100000_deg=15_dim=2_ple=2.1_T=0.9999_seed=34121,100000,15,2,2.1,0.9999,1.0001,0,34121
girgbig_n=100000_deg=15_dim=2_ple=2.1_T=0.9999_seed=34121_square,100000,15,2,2.1,0.9999,1.0001,1,34121
girgbig_n=100000_deg=15_dim=2_ple=2.1_T=0.9999_seed=356,100000,15,2,2.1,0.9999,1.0001,0,356
girgbig_n=100000_deg=15_dim=2_ple=2.1_T=0.9999_seed=356_square,100000,15,2,2.1,0.9999,1.0001,1,356
girgbig_n=100000_deg=15_dim=2_ple=2.1_T=0.9999_seed=489,100000,15,2,2.1,0.9999,1.0001,0,489
girgbig_n=100000_deg=15_dim=2_ple=2.1_T=0.9999_seed=489_square,100000,15,2,2.1,0.9999,1.0001,1,489
girgbig_n=100000_deg=15_dim=2_ple=2.1_T=0.9999_seed=64,100000,15,2,2.1,0.9999,1.0001,0,64
girgbig_n=100000_deg=15_dim=2_ple=2.1_T=0.9999_seed=64_square,100000,15,2,2.1,0.9999,1.0001,1,64
girgbig_n=100000_deg=15_dim=2_ple=2.1_T=0.9999_seed=836,100000,15,2,2.1,0.9999,1.0001,0,836
girgbig_n=100000_deg=15_dim=2_ple=2.1_T=0.9999_seed=836_square,100000,15,2,2.1,0.9999,1.0001,1,836
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.0_seed=2323,100000,15,2,2.25,0,inf,0,2323
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.0_seed=2323_square,100000,15,2,2.25,0,inf,1,2323
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.0_seed=252,100000,15,2,2.25,0,inf,0,252
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.0_seed=252_square,100000,15,2,2.25,0,inf,1,252
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.0_seed=321,100000,15,2,2.25,0,inf,0,321
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.0_seed=321_square,100000,15,2,2.25,0,inf,1,321
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.0_seed=34121,100000,15,2,2.25,0,inf,0,34121
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.0_seed=34121_square,100000,15,2,2.25,0,inf,1,34121
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.0_seed=356,100000,15,2,2.25,0,inf,0,356
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.0_seed=356_square,100000,15,2,2.25,0,inf,1,356
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.0_seed=489,100000,15,2,2.25,0,inf,0,489
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.0_seed=489_square,100000,15,2,2.25,0,inf,1,489
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.0_seed=64,100000,15,2,2.25,0,inf,0,64
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.0_seed=64_square,100000,15,2,2.25,0,inf,1,64
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.0_seed=836,100000,15,2,2.25,0,inf,0,836
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.0_seed=836_square,100000,15,2,2.25,0,inf,1,836
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.4_seed=2323,100000,15,2,2.25,0.4,2.5,0,2323
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.4_seed=2323_square,100000,15,2,2.25,0.4,2.5,1,2323
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.4_seed=252,100000,15,2,2.25,0.4,2.5,0,252
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.4_seed=252_square,100000,15,2,2.25,0.4,2.5,1,252
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.4_seed=321,100000,15,2,2.25,0.4,2.5,0,321
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.4_seed=321_square,100000,15,2,2.25,0.4,2.5,1,321
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.4_seed=34121,100000,15,2,2.25,0.4,2.5,0,34121
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.4_seed=34121_square,100000,15,2,2.25,0.4,2.5,1,34121
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.4_seed=356,100000,15,2,2.25,0.4,2.5,0,356
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.4_seed=356_square,100000,15,2,2.25,0.4,2.5,1,356
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.4_seed=489,100000,15,2,2.25,0.4,2.5,0,489
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.4_seed=489_square,100000,15,2,2.25,0.4,2.5,1,489
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.4_seed=64,100000,15,2,2.25,0.4,2.5,0,64
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.4_seed=64_square,100000,15,2,2.25,0.4,2.5,1,64
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.4_seed=836,100000,15,2,2.25,0.4,2.5,0,836
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.4_seed=836_square,100000,15,2,2.25,0.4,2.5,1,836
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.53_seed=2323,100000,15,2,2.25,0.53,1.88679,0,2323
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.53_seed=2323_square,100000,15,2,2.25,0.53,1.88679,1,2323
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.53_seed=252,100000,15,2,2.25,0.53,1.88679,0,252
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.53_seed=252_square,100000,15,2,2.25,0.53,1.88679,1,252
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.53_seed=321,100000,15,2,2.25,0.53,1.88679,0,321
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.53_seed=321_square,100000,15,2,2.25,0.53,1.88679,1,321
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.53_seed=34121,100000,15,2,2.25,0.53,1.88679,0,34121
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.53_seed=34121_square,100000,15,2,2.25,0.53,1.88679,1,34121
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.53_seed=356,100000,15,2,2.25,0.53,1.88679,0,356
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.53_seed=356_square,100000,15,2,2.25,0.53,1.88679,1,356
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.53_seed=489,100000,15,2,2.25,0.53,1.88679,0,489
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.53_seed=489_square,100000,15,2,2.25,0.53,1.88679,1,489
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.53_seed=64,100000,15,2,2.25,0.53,1.88679,0,64
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.53_seed=64_square,100000,15,2,2.25,0.53,1.88679,1,64
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.53_seed=836,100000,15,2,2.25,0.53,1.88679,0,836
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.53_seed=836_square,100000,15,2,2.25,0.53,1.88679,1,836
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.76_seed=2323,100000,15,2,2.25,0.76,1.31579,0,2323
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.76_seed=2323_square,100000,15,2,2.25,0.76,1.31579,1,2323
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.76_seed=252,100000,15,2,2.25,0.76,1.31579,0,252
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.76_seed=252_square,100000,15,2,2.25,0.76,1.31579,1,252
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.76_seed=321,100000,15,2,2.25,0.76,1.31579,0,321
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.76_seed=321_square,100000,15,2,2.25,0.76,1.31579,1,321
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.76_seed=34121,100000,15,2,2.25,0.76,1.31579,0,34121
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.76_seed=34121_square,100000,15,2,2.25,0.76,1.31579,1,34121
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.76_seed=356,100000,15,2,2.25,0.76,1.31579,0,356
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.76_seed=356_square,100000,15,2,2.25,0.76,1.31579,1,356
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.76_seed=489,100000,15,2,2.25,0.76,1.31579,0,489
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.76_seed=489_square,100000,15,2,2.25,0.76,1.31579,1,489
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.76_seed=64,100000,15,2,2.25,0.76,1.31579,0,64
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.76_seed=64_square,100000,15,2,2.25,0.76,1.31579,1,64
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.76_seed=836,100000,15,2,2.25,0.76,1.31579,0,836
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.76_seed=836_square,100000,15,2,2.25,0.76,1.31579,1,836
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.7_seed=2323,100000,15,2,2.25,0.7,1.42857,0,2323
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.7_seed=2323_square,100000,15,2,2.25,0.7,1.42857,1,2323
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.7_seed=252,100000,15,2,2.25,0.7,1.42857,0,252
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.7_seed=252_square,100000,15,2,2.25,0.7,1.42857,1,252
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.7_seed=321,100000,15,2,2.25,0.7,1.42857,0,321
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.7_seed=321_square,100000,15,2,2.25,0.7,1.42857,1,321
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.7_seed=34121,100000,15,2,2.25,0.7,1.42857,0,34121
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.7_seed=34121_square,100000,15,2,2.25,0.7,1.42857,1,34121
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.7_seed=356,100000,15,2,2.25,0.7,1.42857,0,356
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.7_seed=356_square,100000,15,2,2.25,0.7,1.42857,1,356
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.7_seed=489,100000,15,2,2.25,0.7,1.42857,0,489
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.7_seed=489_square,100000,15,2,2.25,0.7,1.42857,1,489
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.7_seed=64,100000,15,2,2.25,0.7,1.42857,0,64
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.7_seed=64_square,100000,15,2,2.25,0.7,1.42857,1,64
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.7_seed=836,100000,15,2,2.25,0.7,1.42857,0,836
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.7_seed=836_square,100000,15,2,2.25,0.7,1.42857,1,836
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.88_seed=2323,100000,15,2,2.25,0.88,1.13636,0,2323
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.88_seed=2323_square,100000,15,2,2.25,0.88,1.13636,1,2323
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.88_seed=252,100000,15,2,2.25,0.88,1.13636,0,252
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.88_seed=252_square,100000,15,2,2.25,0.88,1.13636,1,252
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.88_seed=321,100000,15,2,2.25,0.88,1.13636,0,321
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.88_seed=321_square,100000,15,2,2.25,0.88,1.13636,1,321
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.88_seed=34121,100000,15,2,2.25,0.88,1.13636,0,34121
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.88_seed=34121_square,100000,15,2,2.25,0.88,1.13636,1,34121
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.88_seed=356,100000,15,2,2.25,0.88,1.13636,0,356
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.88_seed=356_square,100000,15,2,2.25,0.88,1.13636,1,356
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.88_seed=489,100000,15,2,2.25,0.88,1.13636,0,489
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.88_seed=489_square,100000,15,2,2.25,0.88,1.13636,1,489
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.88_seed=64,100000,15,2,2.25,0.88,1.13636,0,64
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.88_seed=64_square,100000,15,2,2.25,0.88,1.13636,1,64
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.88_seed=836,100000,15,2,2.25,0.88,1.13636,0,836
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.88_seed=836_square,100000,15,2,2.25,0.88,1.13636,1,836
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.9999_seed=2323,100000,15,2,2.25,0.9999,1.0001,0,2323
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.9999_seed=2323_square,100000,15,2,2.25,0.9999,1.0001,1,2323
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.9999_seed=252,100000,15,2,2.25,0.9999,1.0001,0,252
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.9999_seed=252_square,100000,15,2,2.25,0.9999,1.0001,1,252
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.9999_seed=321,100000,15,2,2.25,0.9999,1.0001,0,321
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.9999_seed=321_square,100000,15,2,2.25,0.9999,1.0001,1,321
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.9999_seed=34121,100000,15,2,2.25,0.9999,1.0001,0,34121
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.9999_seed=34121_square,100000,15,2,2.25,0.9999,1.0001,1,34121
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.9999_seed=356,100000,15,2,2.25,0.9999,1.0001,0,356
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.9999_seed=356_square,100000,15,2,2.25,0.9999,1.0001,1,356
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.9999_seed=489,100000,15,2,2.25,0.9999,1.0001,0,489
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.9999_seed=489_square,100000,15,2,2.25,0.9999,1.0001,1,489
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.9999_seed=64,100000,15,2,2.25,0.9999,1.0001,0,64
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.9999_seed=64_square,100000,15,2,2.25,0.9999,1.0001,1,64
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.9999_seed=836,100000,15,2,2.25,0.9999,1.0001,0,836
girgbig_n=100000_deg=15_dim=2_ple=2.25_T=0.9999_seed=836_square,100000,15,2,2.25,0.9999,1.0001,1,836
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.0_seed=2323,100000,15,2,2.4,0,inf,0,2323
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.0_seed=2323_square,100000,15,2,2.4,0,inf,1,2323
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.0_seed=252,100000,15,2,2.4,0,inf,0,252
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.0_seed=252_square,100000,15,2,2.4,0,inf,1,252
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.0_seed=321,100000,15,2,2.4,0,inf,0,321
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.0_seed=321_square,100000,15,2,2.4,0,inf,1,321
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.0_seed=34121,100000,15,2,2.4,0,inf,0,34121
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.0_seed=34121_square,100000,15,2,2.4,0,inf,1,34121
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.0_seed=356,100000,15,2,2.4,0,inf,0,356
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.0_seed=356_square,100000,15,2,2.4,0,inf,1,356
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.0_seed=489,100000,15,2,2.4,0,inf,0,489
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.0_seed=489_square,100000,15,2,2.4,0,inf,1,489
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.0_seed=64,100000,15,2,2.4,0,inf,0,64
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.0_seed=64_square,100000,15,2,2.4,0,inf,1,64
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.0_seed=836,100000,15,2,2.4,0,inf,0,836
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.0_seed=836_square,100000,15,2,2.4,0,inf,1,836
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.4_seed=2323,100000,15,2,2.4,0.4,2.5,0,2323
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.4_seed=2323_square,100000,15,2,2.4,0.4,2.5,1,2323
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.4_seed=252,100000,15,2,2.4,0.4,2.5,0,252
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.4_seed=252_square,100000,15,2,2.4,0.4,2.5,1,252
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.4_seed=321,100000,15,2,2.4,0.4,2.5,0,321
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.4_seed=321_square,100000,15,2,2.4,0.4,2.5,1,321
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.4_seed=34121,100000,15,2,2.4,0.4,2.5,0,34121
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.4_seed=34121_square,100000,15,2,2.4,0.4,2.5,1,34121
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.4_seed=356,100000,15,2,2.4,0.4,2.5,0,356
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.4_seed=356_square,100000,15,2,2.4,0.4,2.5,1,356
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.4_seed=489,100000,15,2,2.4,0.4,2.5,0,489
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.4_seed=489_square,100000,15,2,2.4,0.4,2.5,1,489
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.4_seed=64,100000,15,2,2.4,0.4,2.5,0,64
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.4_seed=64_square,100000,15,2,2.4,0.4,2.5,1,64
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.4_seed=836,100000,15,2,2.4,0.4,2.5,0,836
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.4_seed=836_square,100000,15,2,2.4,0.4,2.5,1,836
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.53_seed=2323,100000,15,2,2.4,0.53,1.88679,0,2323
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.53_seed=2323_square,100000,15,2,2.4,0.53,1.88679,1,2323
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.53_seed=252,100000,15,2,2.4,0.53,1.88679,0,252
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.53_seed=252_square,100000,15,2,2.4,0.53,1.88679,1,252
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.53_seed=321,100000,15,2,2.4,0.53,1.88679,0,321
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.53_seed=321_square,100000,15,2,2.4,0.53,1.88679,1,321
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.53_seed=34121,100000,15,2,2.4,0.53,1.88679,0,34121
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.53_seed=34121_square,100000,15,2,2.4,0.53,1.88679,1,34121
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.53_seed=356,100000,15,2,2.4,0.53,1.88679,0,356
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.53_seed=356_square,100000,15,2,2.4,0.53,1.88679,1,356
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.53_seed=489,100000,15,2,2.4,0.53,1.88679,0,489
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.53_seed=489_square,100000,15,2,2.4,0.53,1.88679,1,489
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.53_seed=64,100000,15,2,2.4,0.53,1.88679,0,64
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.53_seed=64_square,100000,15,2,2.4,0.53,1.88679,1,64
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.53_seed=836,100000,15,2,2.4,0.53,1.88679,0,836
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.53_seed=836_square,100000,15,2,2.4,0.53,1.88679,1,836
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.76_seed=2323,100000,15,2,2.4,0.76,1.31579,0,2323
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.76_seed=2323_square,100000,15,2,2.4,0.76,1.31579,1,2323
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.76_seed=252,100000,15,2,2.4,0.76,1.31579,0,252
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.76_seed=252_square,100000,15,2,2.4,0.76,1.31579,1,252
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.76_seed=321,100000,15,2,2.4,0.76,1.31579,0,321
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.76_seed=321_square,100000,15,2,2.4,0.76,1.31579,1,321
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.76_seed=34121,100000,15,2,2.4,0.76,1.31579,0,34121
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.76_seed=34121_square,100000,15,2,2.4,0.76,1.31579,1,34121
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.76_seed=356,100000,15,2,2.4,0.76,1.31579,0,356
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.76_seed=356_square,100000,15,2,2.4,0.76,1.31579,1,356
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.76_seed=489,100000,15,2,2.4,0.76,1.31579,0,489
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.76_seed=489_square,100000,15,2,2.4,0.76,1.31579,1,489
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.76_seed=64,100000,15,2,2.4,0.76,1.31579,0,64
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.76_seed=64_square,100000,15,2,2.4,0.76,1.31579,1,64
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.76_seed=836,100000,15,2,2.4,0.76,1.31579,0,836
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.76_seed=836_square,100000,15,2,2.4,0.76,1.31579,1,836
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.7_seed=2323,100000,15,2,2.4,0.7,1.42857,0,2323
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.7_seed=2323_square,100000,15,2,2.4,0.7,1.42857,1,2323
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.7_seed=252,100000,15,2,2.4,0.7,1.42857,0,252
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.7_seed=252_square,100000,15,2,2.4,0.7,1.42857,1,252
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.7_seed=321,100000,15,2,2.4,0.7,1.42857,0,321
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.7_seed=321_square,100000,15,2,2.4,0.7,1.42857,1,321
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.7_seed=34121,100000,15,2,2.4,0.7,1.42857,0,34121
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.7_seed=34121_square,100000,15,2,2.4,0.7,1.42857,1,34121
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.7_seed=356,100000,15,2,2.4,0.7,1.42857,0,356
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.7_seed=356_square,100000,15,2,2.4,0.7,1.42857,1,356
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.7_seed=489,100000,15,2,2.4,0.7,1.42857,0,489
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.7_seed=489_square,100000,15,2,2.4,0.7,1.42857,1,489
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.7_seed=64,100000,15,2,2.4,0.7,1.42857,0,64
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.7_seed=64_square,100000,15,2,2.4,0.7,1.42857,1,64
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.7_seed=836,100000,15,2,2.4,0.7,1.42857,0,836
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.7_seed=836_square,100000,15,2,2.4,0.7,1.42857,1,836
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.88_seed=2323,100000,15,2,2.4,0.88,1.13636,0,2323
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.88_seed=2323_square,100000,15,2,2.4,0.88,1.13636,1,2323
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.88_seed=252,100000,15,2,2.4,0.88,1.13636,0,252
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.88_seed=252_square,100000,15,2,2.4,0.88,1.13636,1,252
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.88_seed=321,100000,15,2,2.4,0.88,1.13636,0,321
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.88_seed=321_square,100000,15,2,2.4,0.88,1.13636,1,321
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.88_seed=34121,100000,15,2,2.4,0.88,1.13636,0,34121
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.88_seed=34121_square,100000,15,2,2.4,0.88,1.13636,1,34121
girgbig_n=100000_deg=15_dim=2_ple=2.4_T=0.88_seed=356,100000,15,2,2.4,0.88,1.13636,0,356
